id,name,ml_target
3810,geun,0
3811,lseffer,1
3812,khaosdoctor,0
3813,michaelmontero,0
3814,alex-taffe,1
3815,darol100,0
3816,letanure,0
3817,benpolinsky,0
3818,sesharim,0
3819,DreamN,0
3820,nicolasxu,0
3821,JuneLeGency,0
3822,behroozam,0
3823,SUQIGUANG,1
3824,jcsla,0
3825,5long,0
3826,Aladeusi,0
3827,kidwellj,0
3828,beckgael,1
3829,Rafaell416,0
3830,forrestchang,0
3831,shiguanghuxian,0
3832,robertsanseries,0
3833,emanuelet,0
3834,nerzh,1
3835,backlineint,0
3836,rentaogithub,0
3837,OrkoHunter,0
3838,gzepeda,0
3839,MienJustSaysToHer,0
3840,freesinger,1
3841,dancerphil,0
3842,matiasgaratortiz,0
3843,fromseto,1
3844,chinabrant,0
3845,hp-huang-tw,0
3846,karimsa,0
3847,mhhegazy,0
3848,mediaupstream,0
3849,addisonlynch,0
3850,sisodiakaran,0
3851,perguth,0
3852,icaromagalhaes,0
3853,mihahauke,1
3854,Scotchester,0
3855,alliswell,0
3856,finalObject,1
3857,john-packel,0
3858,kabartay,1
3859,ptruesdell,0
3860,gilsondev,0
3861,galpratama,0
3862,alenoir,0
3863,richard1,0
3864,gilday,0
3865,StoneCypher,0
3866,SheaBelsky,0
3867,kasvith,0
3868,jaylinwang,0
3869,Wqrld,0
3870,jay-hankins,0
3871,jfernancordova,0
3872,AntoineGagnon,0
3873,marcgreenstock,0
3874,dgraham,0
3875,igordelorenzi,0
3876,cklosowski,0
3877,contolini,0
3878,TimPerry,0
3879,YC-wind,1
3880,ilyas-shah,0
3881,soupwaylee,0
3882,bill-feng,0
3883,csvergaraa,0
3884,linxuyalun,1
3885,akoskaaa,1
3886,Rishabh570,0
3887,DmitryUlyanov,1
3888,artfuldodger,0
3889,lqs469,0
3890,andrewabogado,0
3891,bvalosek,0
3892,francisglee,1
3893,jameshalsall,0
3894,krushndayshmookh,0
3895,matthewblack,0
3896,Arjun-sna,0
3897,terrancebryant,0
3898,26medias,0
3899,ArmandoHerra,0
3900,FreddieRidell,0
3901,soerenmartius,0
3902,Cheejyg,1
3903,ZachMoreno,0
3904,Mrjing,0
3905,gwestersf,0
3906,juanmancb90,0
3907,LucaColonnello,0
3908,lychao8,0
3909,cobanov,1
3910,hammy2899,0
3911,ntchambers,0
3912,jewlofthelotus,0
3913,castroalves,0
3914,scriptype,0
3915,Anduin2017,0
3916,klepas,0
3917,ShikharJ,1
3918,Feliix42,0
3919,priyanmuthu,1
3920,Dax89,0
3921,seokju-na,0
3922,onevcat,0
3923,dashidhy,1
3924,dasaptaerwin,1
3925,Bijendra,0
3926,nicl7004,1
3927,dineshvgp,0
3928,swanandp,0
3929,awolfly9,0
3930,carlopires,0
3931,mgingras,0
3932,dreampiggy,0
3933,Fedwar,0
3934,filipelinhares,0
3935,ruslankhh,0
3936,mythrex,0
3937,quantumtom,0
3938,khui,1
3939,jabes,0
3940,JackStronger,1
3941,pirog,0
3942,livacengiz,0
3943,gramirezcarrero,0
3944,panky8070,1
3945,ChristianKienle,0
3946,jaruserickson,0
3947,simoneas02,0
3948,nladuo,0
3949,FangGet,1
3950,djsaunde,1
3951,retrography,0
3952,HurSungYun,0
3953,lucasrenan,0
3954,jaemyeong,0
3955,fjh658,0
3956,alterphp,0
3957,hao-lee,0
3958,mabouchalkha,0
3959,bobvanluijt,0
3960,daya-cd,0
3961,FrozenGene,1
3962,slushman,0
3963,LissetteIbnz,0
3964,lucianoqueiroz,0
3965,Wuie,1
3966,neelabhro,1
3967,preetom,0
3968,dani8art,0
3969,Liangmp,1
3970,jinleileiking,0
3971,Niraj-Fonseka,1
3972,jmosawy,0
3973,cptaffe,0
3974,sunxu3074,0
3975,norfair00,0
3976,gemxx,0
3977,kaneshin,0
3978,crazyhottommy,1
3979,Grenadator,0
3980,mayue2015,0
3981,masyl,0
3982,maggiefor,0
3983,sajal2692,0
3984,kaizhang,1
3985,giuse,1
3986,jfunez,0
3987,ellisbrown,1
3988,oguzalp,0
3989,jacobwgillespie,0
3990,hehonghui,0
3991,Kladdkaka,0
3992,HenryGBC,0
3993,nkiszhi,1
3994,E1101,0
3995,sethlilly,0
3996,hzycaicai2012,0
3997,rawktron,1
3998,amir-s,0
3999,bitcrumb,0
4000,luongvo,0
4001,dbarobin,0
4002,lakshmiDRIP,1
4003,akshat02,1
4004,leokoo,0
4005,rmichela,1
4006,Jzbonner,1
4007,falost,0
4008,gabrielsagnard,0
4009,rmilano24,0
4010,AdrianLeyva,0
4011,LuisKrotz,0
4012,mkg0,0
4013,cordoval,0
4014,microlv,0
4015,siddharthkul,1
4016,NonvolatileMemory,1
4017,Tigeraus,0
4018,acroca,0
4019,DexterHD,0
4020,tancnle,0
4021,nbpalomino,0
4022,sabau,0
4023,nplutt,1
4024,ajitbohra,0
4025,Jaykin,1
4026,peakwinter,0
4027,jonpecson,0
4028,ponach,0
4029,phg1024,0
4030,thaewrapt,0
4031,rainx,0
4032,christocracy,0
4033,HasanShaukat,1
4034,allenhurff,0
4035,dzapateria,0
4036,roaffix,1
4037,loerasg,1
4038,gomjellie,0
4039,chenee,0
4040,gregplaysguitar,0
4041,silentmaker,0
4042,anushshrestha,0
4043,raphaelmansuy,0
4044,jane-fox,0
4045,sstrigler,0
4046,pradhan1234,1
4047,antonielcm,0
4048,SteveJob,0
4049,purice93,1
4050,RyanTheAllmighty,0
4051,kristian-georgiev,1
4052,WilsonLiu95,0
4053,Cheesebaron,0
4054,fakiolinho,0
4055,Alfxjx,0
4056,mayurm23,1
4057,muratyaman,0
4058,prokawsar,0
4059,gaoyangyiqiao,1
4060,stanye,0
4061,hongzzz,0
4062,tarungarg546,0
4063,LordDraagonLive,1
4064,YongboZhu,0
4065,ibnudrift7,0
4066,Tms157,0
4067,rebornix,0
4068,justinmfischer,0
4069,Amanbhandula,1
4070,Elandlord,0
4071,jaouadballat,0
4072,JafethDC,0
4073,anikdas,0
4074,HackSoul,0
4075,SoufianeLasri,0
4076,areski,0
4077,JoshuaKGoldberg,0
4078,crmin,1
4079,InfoSecRavindra,0
4080,fleaLi,0
4081,DukeEnglish,1
4082,Pterobyte,0
4083,sd12832,1
4084,scofieldfan,0
4085,jack870131,1
4086,stozen,0
4087,majikang,0
4088,chenyuntc,1
4089,arikfr,0
4090,Sapunov,1
4091,jiangyx3915,0
4092,Lapis-Hong,1
4093,davemackintosh,0
4094,fuqiang-CN,1
4095,carloscheddar,0
4096,BingLau7,0
4097,iory,1
4098,evrowe,0
4099,mikhael28,0
4100,adefirmanf,0
4101,KexyBiscuit,0
4102,ElliottJRo,0
4103,AttilaSATAN,0
4104,laplaceyang,0
4105,mkanai,1
4106,insane018,0
4107,piharpi,0
4108,blackbbc,0
4109,carlohcs,0
4110,jamiebrynes7,1
4111,altanai,0
4112,revolunet,0
4113,souvik1997,0
4114,dbanksdesign,0
4115,Liinkiing,0
4116,slavahatnuke,0
4117,MarcosAtMorais,0
4118,davexunit,0
4119,phongvh,0
4120,juanmanunez,0
4121,ayushajain,0
4122,marcoow,0
4123,ahmedsmostafa,1
4124,lyonling,1
4125,ImHouses,0
4126,coderwassananmol,0
4127,DrudgeRajen,0
4128,kangax,0
4129,Raggaer,0
4130,Makio64,1
4131,ivoribeiro,0
4132,crazy4pi314,1
4133,iolivia,0
4134,smafjal,1
4135,ivyleavedtoadflax,1
4136,CedricUrvoy,0
4137,god-david,0
4138,Orenoid,0
4139,iampno,0
4140,chituma110,1
4141,paulyhedral,0
4142,musoftware,0
4143,kennym,0
4144,atorralb,0
4145,liuweiGL,0
4146,flemzord,0
4147,fanhehe,0
4148,pupudu,0
4149,swernerx,0
4150,moebiusmania,0
4151,OctopusNO1,1
4152,alexgallardo,0
4153,shipengfei92,1
4154,Neelesh7544,1
4155,clockworksoul,1
4156,oksushi,0
4157,danvega,0
4158,lmorchard,0
4159,godka,0
4160,a1nouru,1
4161,kwanCCC,1
4162,DarshanKumar89,0
4163,CptSpookz,0
4164,chiragneb,0
4165,maechabin,0
4166,jnstr,0
4167,canqihe,1
4168,rdok,0
4169,Chonim,0
4170,LysandreJik,1
4171,joeberthelot,0
4172,borism,0
4173,SeniorZhai,0
4174,halfrost,0
4175,AlabhyaVaibhav,1
4176,mahmoodnassar,0
4177,nknapp,0
4178,Ale-cc,0
4179,int32at,0
4180,nimbosa,0
4181,nascVi,0
4182,alpha-beta-soup,0
4183,adamhsparks,1
4184,nemaniarjun,1
4185,jelitox,0
4186,ChenLinXi,0
4187,Samstiles,0
4188,SaulZhang,1
4189,filipekiss,0
4190,dolsup,0
4191,AllenCoder,0
4192,allendu91,0
4193,sunsipeng,0
4194,maitrungduc1410,0
4195,abtinshahidi,1
4196,nixjdm,0
4197,serbanghita,0
4198,mtmtkzm,0
4199,krishcdbry,0
4200,johnnynode,0
4201,moises-silva,0
4202,ankeshanand,1
4203,diomari,0
4204,RuhuaJiang,1
4205,sunilkumar707,0
4206,guoyoujin,0
4207,artskin,0
4208,reconbot,0
4209,gustavosobral,0
4210,stubailo,0
4211,nodtem66,0
4212,giginet,0
4213,sl950313,1
4214,carloschneider,0
4215,superonesfazai,0
4216,STHSF,1
4217,elvismt,0
4218,ranery,1
4219,alvisisme,0
4220,ayoubensalem,0
4221,andreros,0
4222,bannanc,1
4223,startupandrew,0
4224,enriched,0
4225,Arkar-Aung,0
4226,itsgg,0
4227,ozamanan,1
4228,JohnONeill,0
4229,crisenchou,0
4230,DanielWLam,0
4231,sidneijp,0
4232,mediamaker,0
4233,lzj7618937,1
4234,chayanforyou,1
4235,hgfischer,0
4236,BentleyBlanks,0
4237,XiangYu0777,0
4238,knarfytrebil,0
4239,angelobelchior,1
4240,Prakash2403,1
4241,beltegeuse,1
4242,abroz,0
4243,Henrycobaltech,1
4244,lemmaa,0
4245,hugomd,0
4246,CurosMJ,0
4247,markbratanov,0
4248,TooSchoolForCool,1
4249,g-plane,0
4250,alvinashcraft,0
4251,jiangyuan,0
4252,mlp6,1
4253,Gurupradeep,1
4254,julioc98,0
4255,EunusHosen,0
4256,dimenwarper,1
4257,jpowie01,1
4258,aanzolaavila,1
4259,nisshiee,0
4260,juliankmazo,0
4261,seap,0
4262,f4cker,0
4263,theFoxofSky,1
4264,ckanthony,0
4265,lingcarzy,0
4266,deecewan,0
4267,JaleelNazir,0
4268,mladenilic,0
4269,preist,0
4270,rootwork,0
4271,Officium,1
4272,sanketmehta7,0
4273,CCCCoder,1
4274,kys6879,0
4275,iboldurev,0
4276,projenix,0
4277,thalseth,0
4278,jithinanchanattu,0
4279,RNabel,1
4280,iMcG33k,1
4281,joeframbach,0
4282,OlleMattsson,0
4283,joshnesbitt,0
4284,m4rc1no5,0
4285,adaliszk,0
4286,cancan101,0
4287,igor9silva,0
4288,tails5555,0
4289,BranLiang,0
4290,eoin,0
4291,firdausramlan,0
4292,brunoksato,0
4293,ilearnProgramme,1
4294,jinrenjie,0
4295,Dilshan97,0
4296,Riunshow,0
4297,idmc30,0
4298,Pillar-Zhang,0
4299,SourceCode,0
4300,Roxyhuang,0
4301,hhff,0
4302,fforres,0
4303,castlelorestudios,0
4304,EricaSwift,1
4305,disoul,0
4306,BIGKnight,1
4307,romellfudi,1
4308,mikechan0731,1
4309,Sushant-M,1
4310,CooperFu,0
4311,mrchypark,0
4312,hfoffani,1
4313,abrudtkuhl,0
4314,rgamba,0
4315,thiagocmoreira,0
4316,SerafimArts,0
4317,riseshia,0
4318,hunnitgz-Aziz,0
4319,JamesMessinger,0
4320,cortezcristian,0
4321,choldrim,0
4322,liemqv,0
4323,chunzi,0
4324,najibalghaeth,0
4325,abevieiramota,1
4326,simaodeveloper,0
4327,mkempe,0
4328,thedevsaddam,0
4329,FutureGadget,1
4330,Qquanwei,0
4331,moesoha,0
4332,Siddharth11,0
4333,gaocegege,0
4334,hongweizeng,1
4335,jithureddy,0
4336,gaoshoutuo,0
4337,malkafly,0
4338,amitabhaghosh197,0
4339,rollthedice32,1
4340,skkeeper,0
4341,dainash,0
4342,Asurada2015,1
4343,patrickjahns,0
4344,davidicus,0
4345,Gbuomprisco,0
4346,HDias,0
4347,chideat,0
4348,datoulei,0
4349,martinvahi,1
4350,equinusocio,0
4351,Cacivy,0
4352,flaviox,0
4353,joaoqalves,0
4354,antoniputra,0
4355,brown121407,0
4356,bzf,0
4357,Lanrey,0
4358,djerfy,0
4359,mbenedettini,0
4360,MQL9011,0
4361,raveenb,0
4362,fael,0
4363,mahmutakyol,0
4364,kvendrik,0
4365,nirmalsinghania2008,1
4366,bashmohandes,0
4367,Totoketchup,1
4368,benbrown,0
4369,jvenezia,0
4370,PixelsCommander,0
4371,AshishMehtaIO,1
4372,aloksharma9656,1
4373,thoseharvester,0
4374,parrots,0
4375,bittersweet,0
4376,philwo,0
4377,christopherfrance,0
4378,JobsZCQ,0
4379,stenin-nikita,0
4380,jodyford,1
4381,mfontani,0
4382,LucianoPAlmeida,0
4383,alexkilgour,0
4384,davidjguru,0
4385,javahongxi,1
4386,halfelf,1
4387,Markuus13,0
4388,TwistNihility,0
4389,LulzAugusto,0
4390,arasmussen,0
4391,MaxwellBo,0
4392,enterloper,0
4393,dennisreimann,0
4394,Lmy0217,0
4395,shumkov,0
4396,hyeongukryu,0
4397,klassmann,0
4398,arzafran,0
4399,duducheng,1
4400,imbstack,0
4401,jameshuynh,0
4402,MxBird,0
4403,GustavoAr,0
4404,pmanlukas,1
4405,david942j,0
4406,aiguofer,0
4407,Tarptaeya,1
4408,sangcnguyen,1
4409,ChimingPhang,0
4410,Froyo91,0
4411,cristijora,0
4412,qingwei91,1
4413,lennartstolz,0
4414,EdwardZz,0
4415,Shritesh99,0
4416,joelmarquez90,0
4417,janostudio,0
4418,Amin-Tgz,1
4419,lhr000lhr,0
4420,KrisNguyen135,1
4421,scanf,0
4422,chezou,1
4423,nicomoccagatta,0
4424,peterfei,0
4425,Souloist,1
4426,remojansen,0
4427,roland-ewald,0
4428,minhajul,0
4429,alexshyba,0
4430,aditiapratama,0
4431,cshawaus,0
4432,jinseob2kim,1
4433,aicaffeinelife,1
4434,rxmarbles,0
4435,greduan,0
4436,jiaweizhang,0
4437,adamtarmstrong,0
4438,nerandell,0
4439,Tonsty,1
4440,MohnSnow,0
4441,jojo-tutor,0
4442,mariowise,0
4443,ankahira,1
4444,dfeeney-webdev,0
4445,rabishah,0
4446,NishiGaba,0
4447,ErisDS,0
4448,astaphobia,0
4449,espectre,1
4450,DaanMoura,0
4451,StudentWan,0
4452,dsasmblr,0
4453,baristaGeek,0
4454,anishsingh20,0
4455,amirgee007,0
4456,artmonger,0
4457,petrosagg,0
4458,rachitGulati,0
4459,Chatatata,0
4460,ringtail,0
4461,chumaumenze,0
4462,shkrt,1
4463,Shuky,0
4464,fukuiretu,0
4465,caryleo,1
4466,moreta,0
4467,lnsongxf,1
4468,slok,0
4469,rikoz,0
4470,JiayiLi,0
4471,RANDoMenace,0
4472,stevehamwu,1
4473,benjaminrose,1
4474,keithmifsud,0
4475,ZhukovGreen,1
4476,liangliannie,1
4477,gzurbach,0
4478,britg,0
4479,arnoldstoba,0
4480,fatemi,1
4481,bdelespierre,0
4482,harshmanwani,0
4483,lucassm,1
4484,LFhase,1
4485,SeraZheng,1
4486,AJLoveChina,0
4487,AndresERojasI,0
4488,hjzh4,1
4489,decentraliser,0
4490,andreleoni,0
4491,kortnevdmitriy,1
4492,ic4f,0
4493,hesherya,1
4494,XfLoops,0
4495,JiangLongLiu,0
4496,cyberwjf,1
4497,thomasdarimont,0
4498,reense,0
4499,iiAku,0
4500,DavidCardoso,0
4501,Sukiiichan,1
4502,MINOSai,0
4503,alejandromav,0
4504,omrihar,0
4505,jwv,0
4506,Pluckypan,0
4507,Waywrong,1
4508,ravinpoudel,1
4509,jorgeants,0
4510,kaustubhtalathi,0
4511,kaosmos,0
4512,rshkv,0
4513,TYRMars,0
4514,Souravirus,1
4515,emanuelgsouza,0
4516,andresz1,0
4517,gztchan,0
4518,egormkn,0
4519,nijiazhi,1
4520,q1q1w1w1q,0
4521,tanujyadav97,1
4522,amitbd1508,1
4523,Raghavsalotra,1
4524,hongyx11,1
4525,YXY1988,1
4526,Daniel-M,0
4527,TsPuujee,0
4528,automata,0
4529,Janaka-Steph,0
4530,jayantj,0
4531,Stanny2017,0
4532,acarrascalgarcia,0
4533,brianwesterman,1
4534,rodgerpaulo,0
4535,Alllfred,0
4536,TekkCraft,0
4537,iamBedant,1
4538,rafnixg,0
4539,almirfilho,0
4540,kolektiv,0
4541,alnewkirk,0
4542,SLMT,0
4543,matusmarcin,0
4544,iCodr8,0
4545,PineApple777,1
4546,kalbhor,1
4547,Jono20201,0
4548,sb7896,1
4549,Soontao,0
4550,Pongelupe,0
4551,placer14,0
4552,sshojiro,0
4553,smfactor,1
4554,hermeto,0
4555,arpitHub,0
4556,clonne101,0
4557,sanchittechnogeek,1
4558,joeyscarim,0
4559,Ereebay,1
4560,scopsy,0
4561,maxevilmind,1
4562,brianmartin,1
4563,alvince,0
4564,sbekrin,0
4565,achou11,0
4566,mcmire,0
4567,flame4,1
4568,MaoSiUncle,1
4569,jonathanchrisp,0
4570,kangwooc,0
4571,fkzhao,1
4572,adrianobarroso,1
4573,saikatbsk,1
4574,sebastianstarke,1
4575,netpi,0
4576,Code0987,0
4577,hellomustaq,0
4578,aitjcize,0
4579,danilovcpp,0
4580,markjeee,0
4581,amgdy,0
4582,DanielHreben,0
4583,alternat0r,0
4584,fushuyue,1
4585,GitGump,0
4586,rbrtsmith,0
4587,dmpayton,0
4588,slathrop,0
4589,brezzhnev,0
4590,mochsner,1
4591,SalathielGenese,0
4592,phillipsharring,0
4593,analizapandac,0
4594,khilanravani,1
4595,nziyouren,0
4596,Mozfe,0
4597,anilGupta,0
4598,ibnusulaiman83,0
4599,Kenber,1
4600,theevann,1
4601,luisangelorjr,0
4602,haocity,0
4603,jameslamb,0
4604,idpokute,0
4605,29DCH,1
4606,bobbyshashin,1
4607,lnaie,0
4608,drsantos20,0
4609,jindongwang,0
4610,sethreidnz,0
4611,pashadow,1
4612,mwisner,0
4613,ChenCong6837,0
4614,mookjp,0
4615,BeepLoveKarki,1
4616,slimiles,0
4617,amanyadav,1
4618,Hstripe,1
4619,pranavcode,0
4620,songyunlu,0
4621,irfanalidv,1
4622,marks,1
4623,m3hari,0
4624,HellowVirgil,0
4625,holloway,0
4626,AleksandrSidorov,0
4627,gnoliyil,1
4628,srph,0
4629,alfredchan3,0
4630,Microshak,1
4631,dginev,1
4632,hallazzang,0
4633,qinmingyuan,0
4634,pgilad,0
4635,manabuyasuda,0
4636,jerryxge,1
4637,aaronlelevier,0
4638,hackerkid,0
4639,TStesco,0
4640,Klarence,0
4641,GuilhemBarboux,0
4642,JieyuZ2,1
4643,Tahseenm,0
4644,DBezemer,0
4645,EaconTang,0
4646,Berzel,0
4647,judyssister,1
4648,sunnyadn,0
4649,arslantopcu,0
4650,cadu,0
4651,Hammster,0
4652,Arioch171,0
4653,ZhangPengPaul,1
4654,raivitor,0
4655,shirotech,0
4656,jacobherrington,0
4657,HaofengZhu,1
4658,mbullington,0
4659,RonyVidaur,0
4660,ikhedr,1
4661,mayurcybercz,1
4662,hoozi,0
4663,Vishal-Lakkapathri,0
4664,jisoomin,1
4665,robsonkades,0
4666,SundayDX,0
4667,Raigasm,0
4668,markytools,1
4669,evanlucas,0
4670,JohnLBevan,0
4671,bbstilson,0
4672,juanfernandovillahernandez,0
4673,HassankSalim,1
4674,jippi,0
4675,russmatney,0
4676,qvil,0
4677,flunder,0
4678,renatorroliveira,0
4679,jimmiehansson,0
4680,SimonZhangITer,0
4681,pannzh,1
4682,dhruvdutt,0
4683,songxin1990,0
4684,ergouge,0
4685,pkshultz,0
4686,ivanoung,0
4687,harperreed,0
4688,jguix,0
4689,PhatBK,0
4690,georgezouq,0
4691,AndrewNg,0
4692,oimtrust,0
4693,MiaoDX,1
4694,jtbsk,0
4695,ksalama,1
4696,dalinzhang,1
4697,pcdummy,0
4698,lihongxun945,0
4699,GeeveGeorge,1
4700,jeetendra-choudhary,0
4701,mrousavy,0
4702,gabskoro,0
4703,j710328466,0
4704,orafaelfragoso,0
4705,mconnor,0
4706,ai-word,1
4707,allangrant,0
4708,Ullaakut,1
4709,Canice-James,0
4710,deletescape,0
4711,johncmunson,0
4712,openweb,0
4713,coltaemanuela,0
4714,daishihmr,0
4715,ILYAmLV,1
4716,ksmithbaylor,0
4717,CodeSigils,0
4718,TuxSeb,0
4719,andrewxu10,0
4720,fpcsong,1
4721,proudlygeek,0
4722,chenyang701,1
4723,ru23,0
4724,thuann89,0
4725,ashutoshkmr,0
4726,BeingAmirMalik,0
4727,shmidt,0
4728,Stuming,1
4729,WGierke,0
4730,navinweb,0
4731,kdichev,0
4732,kz33,0
4733,neekin,0
4734,jekrb,0
4735,MatiasOlivera,0
4736,rposborne,0
4737,fromatlantis,0
4738,spkarve,0
4739,lmarqs,0
4740,YulinGUO,1
4741,sameersbn,0
4742,mstimberg,1
4743,huaiyizhao,1
4744,avoidwork,0
4745,amrit,0
4746,Greenwicher,1
4747,ahuizxc,1
4748,ratracegrad,0
4749,imharryzhu,0
4750,daxeel,0
4751,MoimHossain,0
4752,chuxiaonan,0
4753,subhanshuja,1
4754,BernardTolosajr,0
4755,JackThinking,1
4756,probablyup,0
4757,nitin42,0
4758,JuanLuisGarciaBorrego,0
4759,rainjay,0
4760,aruzikulov,0
4761,james20141606,0
4762,marianocabezas,1
4763,andraghetti,1
4764,smallg,0
4765,kingback,0
4766,jurgentreep,0
4767,careteenL,0
4768,teles,0
4769,suvllian,0
4770,joben,0
4771,blissray,1
4772,nschonni,0
4773,Nsima,0
4774,bhamadicharef,1
4775,padipata,0
4776,tfdxl,1
4777,joeylitalien,1
4778,cookiejyt,0
4779,JStrebeyko,0
4780,JulienBreux,0
4781,esron,0
4782,elloop,0
4783,mocheer,0
4784,syx6,1
4785,Frizz925,0
4786,archanpatkar,0
4787,AnyListen,0
4788,aslanon,0
4789,fabienthetis,0
4790,atinesh-s,1
4791,jaanek,0
4792,nicolasdao,0
4793,tamimibrahim17,0
4794,pandeazucar,0
4795,jasny,0
4796,bredele,0
4797,izen1231,0
4798,CaleMcCollough,1
4799,Hua777,0
4800,evereq,0
4801,ntvinh11586,0
4802,ssanjun,0
4803,Beraliv,0
4804,UnbounDev,0
4805,elib0,0
4806,leeyiw,0
4807,mrtblt,0
4808,danieldenis01,0
4809,anoopsg,0
4810,gracefulife,0
4811,BlazOrazem,0
4812,jfinstrom,0
4813,mshemadarshini,0
4814,ahmedmgh67,0
4815,henon,0
4816,chiselinc,1
4817,ssthouse,0
4818,kingfengji,1
4819,852172891,1
4820,lilith,0
4821,dhruska,0
4822,michaelLeeGDUT,0
4823,Haixiang6123,0
4824,dsprog,0
4825,sandeepnmenon,1
4826,HamidFaraji,0
4827,austinv11,1
4828,tangweikun,0
4829,krf,0
4830,carmon,0
4831,hanwentao,0
4832,csmadhav,0
4833,rodickmini,0
4834,rbrto,0
4835,SingingData,1
4836,surajmurthy,1
4837,justinian336,1
4838,bsdlp,0
4839,qiminchen,1
4840,kwongtailau,1
4841,Shhzdmrz,0
4842,fufufukakaka,0
4843,Rabscuttler,0
4844,cgcardona,0
4845,gglee89,0
4846,JonAbrams,0
4847,dmitshur,0
4848,Amberlan1001,1
4849,jorgenbs,0
4850,fyber-LJX,0
4851,keyvank,1
4852,huangzhii,1
4853,hardware,0
4854,piaoxu93,0
4855,hlee,0
4856,schuermannator,0
4857,Nil26,1
4858,canuzunoglu,0
4859,kylecesmat,0
4860,InzamamRahaman,0
4861,Dojocat-GO,1
4862,peizhouyu,0
4863,sunOpar,0
4864,senssei,0
4865,pkimes,1
4866,andyli,0
4867,hmx224,0
4868,smspillaz,0
4869,jeancsil,0
4870,lencioni,0
4871,beedotkiran,1
4872,abhijeet2096,1
4873,hopepdm,0
4874,jcrom,0
4875,GeneKao,0
4876,lacarmen,0
4877,eddyb,0
4878,excitement-engineer,0
4879,Wasdns,0
4880,ale3385,1
4881,lijinma,0
4882,nullmax,1
4883,TangXiaoLv,1
4884,kienD,0
4885,cosminpopescu14,0
4886,samkaufman,0
4887,patrickingle,0
4888,buctwbzs,0
4889,mmarcon,0
4890,adamwhitlock1,0
4891,rodrigogregorioneri,0
4892,thuka1500,0
4893,ohe,1
4894,MrErHu,0
4895,jvyyuie,0
4896,ryandobby,0
4897,saeidgi,0
4898,fisca,0
4899,ahmedsalhin,0
4900,sarah-tw,1
4901,bastienleonard,0
4902,mustorze,0
4903,ReRou,0
4904,lucijanblagonic,0
4905,ethnt,0
4906,KrUciFieR-Jr,1
4907,mo10,1
4908,klaaspieter,0
4909,memexstudio,0
4910,jaeoh2,1
4911,clarkdave,0
4912,shaunwallace,0
4913,robinvanemden,0
4914,pinkeen,0
4915,ManosTheMaster,0
4916,pietrocaselani,0
4917,DeepInThought,0
4918,karademada,0
4919,leejh3224,0
4920,emon1412,0
4921,adamhurst,0
4922,alioguzhan,0
4923,codyhanson,0
4924,chenjigeng,0
4925,7elix,0
4926,dustinmoorman,0
4927,diwakersurya,0
4928,quantshah,1
4929,ilovezy,0
4930,BotYue,1
4931,mikebranski,0
4932,jesusprubio,0
4933,rouor,0
4934,shedd,0
4935,jonecherry,1
4936,Chris7,1
4937,shaikhalvee,1
4938,frclasso,1
4939,cshg,0
4940,Loriot-n,0
4941,rluders,0
4942,erikringsmuth,0
4943,angdev,0
4944,deathkel,0
4945,RayJune,0
4946,davedevelopment,0
4947,peachiia,0
4948,dannybusch,1
4949,scriptonist,0
4950,YuHyun7,1
4951,h4llow3En,0
4952,DomonJi,0
4953,edgarMejia,0
4954,MengtingWan,1
4955,rafamttz,0
4956,QingSimon,1
4957,clemmy,0
4958,mckeever02,0
4959,Helw150,0
4960,montylounge,0
4961,sjy1203,1
4962,ivanvladimir,1
4963,rousan,0
4964,joealden,0
4965,abovedave,0
4966,dannypsnl,1
4967,adilakhter,1
4968,AvinashNath2,1
4969,EmanuelJr,1
4970,RauliL,0
4971,gaurcs,1
4972,louisblythe,1
4973,leohajder,0
4974,HenryLiu0,1
4975,Starefossen,0
4976,taogelose,1
4977,NikitchenkoSergey,0
4978,ClaudiaJKang,0
4979,astritzeqiri,0
4980,MoHax22rus,0
4981,phivh,0
4982,hellyeah,0
4983,thepunitsingh,1
4984,cherry979988,1
4985,lucasblaas,0
4986,tampham47,0
4987,haibnu,0
4988,lintanghui,1
4989,Jeremboo,0
4990,rcdilorenzo,0
4991,gunanksood,1
4992,eirslett,0
4993,isofarro,0
4994,cookrn,0
4995,nicarq,0
4996,Hansiyuan131,1
4997,lamabiker,0
4998,nikos-glikis,0
4999,jeffstokes72,1
5000,shauntrennery,0
